,Precio,Combustible,Anyo,Kilometros,Potencia,Vendedor_profesional,Comunidad_Autonoma,Cluster_Marca,Cluster_Modelo
3199,14999,Gasolina,2011.0,125000,210.0,False,Comunidad_de_Madrid,Mid_Premium,compacto_grande
3200,1000,Gasolina,1992.0,235000,124.13658536585366,False,Principado_de_Asturias,Low_Cost,compacto_grande
3201,4900,Diésel,2011.0,140000,108.679012345679,False,Andalucía,Standard,compacto_grande
3205,16900,Gasolina,2018.0,30942,109.0,True,Principado_de_Asturias,Premium,compacto_pequeno
3206,7450,Gasolina,2013.0,92000,125.0,False,Comunidad_de_Madrid,Standard,suv_grande
3207,8900,Diésel,2017.0,122000,75.0,True,Región_de_Murcia,Standard,furgon_pasajero
3208,2000,Diésel,2006.0,172700,90.0,False,Catalunya,Low_Cost,compacto_pequeno
3209,8950,Diésel,2011.0,165000,150.0,False,Galicia,Standard,suv_grande
3210,6000,Diésel,2008.0,314000,138.00596421471172,False,Castilla_La_Mancha,Premium,compacto_pequeno
3213,22990,Diésel,2013.0,86777,170.0,True,Comunidad_de_Madrid,Premium,otro
3214,10490,Diésel,2015.0,159000,150.0,True,Catalunya,Mid_Premium,sedan_grande
3215,16446,Diésel,2019.0,28640,130.0,True,Galicia,Low_Cost,otro
3218,3000,Diésel,2008.0,216000,129.5,False,País_Vasco,Standard,otro
3219,18490,Diésel,2017.0,85782,130.0,True,Cantabria,Standard,suv_grande
3220,21900,Diésel,2017.0,50959,150.0,True,Andalucía,Standard,suv_pequeno
3221,34900,Gasolina,2019.0,2100,163.0,True,Navarra,Premium,compacto_pequeno
3222,7500,Diésel,2006.0,230000,185.0,True,Comunidad_de_Madrid,Mid_Premium,suv_grande
3223,20300,Diésel,2015.0,77301,150.0,True,Comunidad_Valenciana,Premium,suv_grande
3224,2300,Diésel,2004.0,246000,71.0,False,Andalucía,Standard,furgon_trabajo
3225,1500,Gasolina,2009.0,120009,69.4,False,Andalucía,Standard,otro
3226,11900,Gasolina,2015.0,68900,115.0,True,Catalunya,Standard,suv_pequeno
3229,13200,Diésel,2013.0,180000,170.0,False,Andalucía,Premium,sedan_pequeno
3230,18695,Gasolina,2019.0,17000,120.0,True,Catalunya,Standard,suv_pequeno
3231,8700,Gasolina,2011.0,125,133.4,False,Comunidad_de_Madrid,Standard,suv_grande
3232,9900,Diésel,2016.0,215000,150.0,True,Andalucía,Standard,sedan_grande
3233,950,Diésel,2000.0,280000,140.0487804878049,False,Región_de_Murcia,Mid_Premium,sedan_grande
3234,18700,Gasolina,2019.0,8300,140.0,True,Catalunya,Standard,compacto_grande
3235,7000,Gasolina,2008.0,76000,129.0,True,Castilla_y_León,Mid_Premium,sedan_grande
3236,11990,Diésel,2011.0,140000,143.0,True,Catalunya,Mid_Premium,compacto_pequeno
3237,13790,Diésel,2015.0,184000,150.0,True,Principado_de_Asturias,Premium,sedan_pequeno
3238,900,Diésel,1997.0,320000,108.679012345679,False,Castilla_La_Mancha,Standard,compacto_grande
3239,9600,Gasolina,2019.0,29016,69.0,True,Islas_Baleares,Low_Cost,compacto_pequeno
3240,1200,Diésel,2002.0,168000,90.0,False,Comunidad_Valenciana,Standard,compacto_grande
3241,29990,Híbrido,2016.0,85000,197.0,True,Canarias,Premium,otro
3242,12990,Gasolina,2007.0,105000,170.0,True,Comunidad_de_Madrid,Premium,sedan_pequeno
3243,6300,Diésel,2008.0,300000,129.15441176470588,False,Comunidad_de_Madrid,Premium,furgon_pasajero
3244,14990,Diésel,2017.0,99000,116.0,True,Castilla_La_Mancha,Premium,compacto_pequeno
3245,7800,Diésel,2010.0,204000,150.0,False,Comunidad_Valenciana,Standard,suv_grande
3246,16399,Eléctrico,2014.0,26801,170.0,True,Andalucía,Premium,otro
3247,14000,Diésel,2013.0,155000,204.0,False,Comunidad_Valenciana,Standard,sedan_grande
3248,14900,Diésel,2007.0,170000,190.0,True,Castilla_y_León,Premium,suv_grande
3249,12500,Diésel,2013.0,176000,147.50234741784038,False,Comunidad_Valenciana,Mid_Premium,suv_pequeno
3250,3800,Gasolina,2003.0,140000,102.0,False,Región_de_Murcia,Premium,compacto_grande
3251,3790,Diésel,2004.0,249000,150.0,True,Comunidad_de_Madrid,Premium,sedan_pequeno
3253,17990,Diésel,2016.0,153442,190.0,True,Catalunya,Mid_Premium,sedan_grande
3254,10000,Gasolina,2009.0,120000,159.54166666666666,False,Comunidad_de_Madrid,Premium,sedan_grande
3255,25900,Diésel,2020.0,5,120.0,True,Andalucía,Standard,suv_grande
3256,6995,Gasolina,2011.0,74000,110.0,True,Catalunya,Standard,compacto_grande
3257,17600,Gasolina,2019.0,1,110.0,True,Extremadura,Low_Cost,suv_grande
3258,2100,Gasolina,1999.0,218000,115.0,False,Andalucía,Mid_Premium,otro
3261,5000,Gasolina,2000.0,232000,118.0,False,Canarias,Premium,otro
3262,10490,Eléctrico,2014.0,55000,88.0,True,Catalunya,Standard,compacto_pequeno
3263,13950,Gasolina,2018.0,59000,110.0,True,Andalucía,Mid_Premium,compacto_grande
3264,11900,Gasolina,2019.0,25145,100.0,True,Comunidad_de_Madrid,Standard,compacto_pequeno
3265,20190,Diésel,2020.0,5774,115.0,True,Castilla_y_León,Standard,suv_pequeno
3267,21900,Diésel,2020.0,40,95.0,True,Comunidad_de_Madrid,Standard,suv_pequeno
3268,18900,Gasolina,2019.0,30820,115.0,True,Catalunya,Standard,suv_pequeno
3269,9990,Diésel,2016.0,102000,110.0,True,Comunidad_de_Madrid,Standard,compacto_grande
3270,5000,Gasolina,2011.0,105000,95.53521126760565,False,Aragón,Low_Cost,compacto_pequeno
3271,2350,Diésel,2007.0,215750,132.64285714285714,False,Andalucía,Standard,sedan_grande
3272,17990,Diésel,2019.0,13981,102.0,True,Andalucía,Mid_Premium,furgon_trabajo
3273,19990,Híbrido,2016.0,128000,231.0,True,Comunidad_de_Madrid,Premium,sedan_pequeno
3274,7000,Diésel,2008.0,258000,138.00596421471172,False,Andalucía,Premium,compacto_pequeno
3275,2000,Diésel,2002.0,220000,130.0,False,Aragón,Premium,sedan_grande
3279,26990,Diésel,2017.0,33368,150.0,True,Galicia,Premium,sedan_grande
3280,1200,Gasolina,2001.0,190000,95.53521126760565,False,Canarias,Low_Cost,compacto_pequeno
3284,7500,Diésel,2004.0,62000,130.0,False,Comunidad_de_Madrid,Premium,sedan_grande
3285,1990,Gasolina,2006.0,199000,72.0,True,Comunidad_de_Madrid,Low_Cost,otro
3286,24187,Diésel,2020.0,188,140.0,True,Comunidad_de_Madrid,Standard,furgon_trabajo
3287,25800,Diésel,2019.0,21563,130.0,False,Extremadura,Standard,suv_grande
3289,8500,Diésel,2009.0,175000,140.0,False,Comunidad_Valenciana,Mid_Premium,coupe_pequeno
3291,28900,Gasolina,2020.0,15000,163.0,False,Comunidad_de_Madrid,Premium,compacto_pequeno
3292,15000,Híbrido,2018.0,29000,136.0,True,Comunidad_de_Madrid,Mid_Premium,compacto_grande
3293,20500,Diésel,2018.0,76000,150.0,False,Castilla_La_Mancha,Mid_Premium,otro
3295,6250,Diésel,2007.0,236500,177.0,False,Castilla_La_Mancha,Premium,compacto_pequeno
3296,5990,Gasolina,2013.0,132488,82.0,True,Catalunya,Standard,compacto_pequeno
3297,6500,Gasolina,2013.0,11000,75.0,False,Castilla_y_León,Low_Cost,compacto_pequeno
3298,37900,Diésel,2019.0,20193,194.0,True,Andalucía,Premium,sedan_grande
3300,12900,Diésel,2016.0,141471,110.0,True,Castilla_La_Mancha,Mid_Premium,compacto_grande
3301,5500,Diésel,2007.0,153000,128.46183953033267,False,Islas_Baleares,Premium,compacto_grande
3302,12900,Diésel,2015.0,170000,110.0,False,Región_de_Murcia,Premium,compacto_grande
3303,19990,Gasolina,2017.0,43000,165.0,True,Canarias,Standard,suv_grande
3304,18500,Diésel,2018.0,38769,115.0,True,Galicia,Standard,suv_grande
3305,7900,Gasolina,2016.0,38825,69.0,True,Catalunya,Low_Cost,suv_pequeno
3306,5000,Gasolina,2008.0,138000,115.0,False,Comunidad_Valenciana,Low_Cost,suv_grande
3307,17500,Diésel,2017.0,105000,110.0,True,Catalunya,Standard,suv_grande
3309,12995,Diésel,2018.0,69760,100.0,True,Castilla_y_León,Standard,suv_pequeno
3310,9390,Diésel,2015.0,72000,92.0,True,Catalunya,Standard,suv_pequeno
3311,30300,Diésel,2020.0,2264,116.0,True,Comunidad_Valenciana,Premium,compacto_pequeno
3312,1000,Gasolina,2001.0,211000,142.70093457943926,False,Canarias,Standard,compacto_grande
3314,21490,Gasolina,2014.0,92200,170.0,True,Catalunya,Premium,sedan_grande
3315,29890,Diésel,2014.0,118000,180.0,True,Comunidad_Valenciana,Mid_Premium,otro
3316,2300,Diésel,2004.0,171000,110.0,False,Comunidad_de_Madrid,Standard,compacto_pequeno
3318,13900,Gasolina,2017.0,68076,110.0,True,Andalucía,Mid_Premium,compacto_grande
3319,1000,Gasolina,1999.0,212000,100.0,False,Catalunya,Standard,compacto_grande
3320,29418,Diésel,2017.0,47100,194.0,True,Comunidad_Valenciana,Premium,sedan_grande
3322,25500,Diésel,2019.0,28460,150.0,True,Comunidad_de_Madrid,Standard,otro
3323,12990,Gasolina,2017.0,49000,110.0,True,Catalunya,Low_Cost,otro
3324,18800,Diésel,2018.0,17322,115.0,True,Andalucía,Standard,otro
3325,19990,Diésel,2014.0,141000,150.0,True,Catalunya,Mid_Premium,suv_grande
3327,9990,Gasolina,2017.0,28000,95.0,True,Canarias,Mid_Premium,compacto_pequeno
3328,5500,Gasolina,2002.0,230000,185.0,False,Andalucía,Standard,otro
3329,23950,Híbrido,2016.0,86300,197.0,True,Galicia,Premium,otro
3330,18900,Gasolina,2019.0,12900,140.0,True,Comunidad_de_Madrid,Standard,suv_grande
3331,2400,Diésel,2007.0,126000,70.63636363636364,False,Canarias,Standard,otro
3333,7490,Diésel,2017.0,119990,95.0,True,Andalucía,Low_Cost,compacto_pequeno
3338,2500,Diésel,2000.0,300000,71.0,False,Cantabria,Standard,furgon_trabajo
3339,20199,Gasolina,2020.0,0,115.0,True,Catalunya,Standard,compacto_pequeno
3340,8000,Diésel,2010.0,300000,192.36688311688312,False,Comunidad_de_Madrid,Premium,sedan_grande
3341,34999,Diésel,2018.0,9000,194.0,True,Andalucía,Premium,sedan_pequeno
3344,11900,Diésel,2017.0,132000,120.0,True,Comunidad_de_Madrid,Standard,suv_grande
3345,2900,Gasolina,2008.0,90000,70.08988764044943,False,Extremadura,Mid_Premium,compacto_pequeno
3346,7900,Diésel,2015.0,177521,115.797583081571,False,Andalucía,Standard,compacto_grande
3347,17800,Diésel,2016.0,93727,130.0,True,Comunidad_de_Madrid,Standard,suv_grande
3348,1000,Diésel,2002.0,185000,140.35576923076923,False,Región_de_Murcia,Standard,sedan_grande
3349,25000,Diésel,2016.0,84000,190.0,False,Comunidad_Valenciana,Premium,suv_grande
3351,2699,Diésel,2007.0,269000,105.0,True,Andalucía,Standard,suv_grande
3352,13990,Híbrido,2017.0,90000,136.0,True,País_Vasco,Mid_Premium,compacto_grande
3353,5500,Gasolina,2010.0,114000,157.4793388429752,False,Canarias,Premium,compacto_pequeno
3354,29500,Gasolina,2020.0,5000,136.0,True,Castilla_y_León,Mid_Premium,suv_pequeno
3355,11500,Gasolina,2019.0,29550,82.0,True,Catalunya,Standard,compacto_pequeno
3357,12900,Gasolina,2014.0,92000,98.0,True,Comunidad_Valenciana,Mid_Premium,suv_pequeno
3358,21750,Híbrido,2019.0,16200,122.0,True,Andalucía,Mid_Premium,suv_pequeno
3359,2450,Gasolina,2002.0,240000,215.95910780669143,False,Comunidad_Valenciana,Premium,sedan_pequeno
3360,27890,Gasolina,2018.0,26000,180.0,True,Andalucía,Mid_Premium,compacto_pequeno
3361,5995,Diésel,2013.0,145000,95.0,True,Catalunya,Standard,compacto_grande
3362,7100,Diésel,2016.0,36711,75.0,True,Andalucía,Low_Cost,compacto_pequeno
3363,25890,Diésel,2020.0,1,140.0,True,Aragón,Low_Cost,otro
3364,15990,Gasolina,2019.0,19098,100.0,True,Castilla_La_Mancha,Standard,suv_pequeno
3365,12299,Diésel,2015.0,103495,150.0,True,Catalunya,Standard,sedan_grande
3367,1900,Diésel,2003.0,210000,120.0,False,Región_de_Murcia,Standard,compacto_grande
3368,5500,Diésel,2009.0,157000,140.0,False,Catalunya,Mid_Premium,sedan_grande
3370,20000,Diésel,2017.0,71000,136.0,False,Comunidad_Valenciana,Premium,sedan_pequeno
3371,12900,Gasolina,2017.0,49031,110.0,True,Catalunya,Standard,suv_pequeno
3372,4300,Gasolina,2014.0,150000,88.00275482093664,False,Canarias,Low_Cost,compacto_pequeno
3373,3200,Diésel,2003.0,89800,90.0,False,Andalucía,Standard,compacto_grande
3374,23800,Diésel,2016.0,67120,150.0,True,Comunidad_Valenciana,Standard,suv_grande
3375,14990,Diésel,2017.0,47000,102.0,True,Canarias,Mid_Premium,furgon_trabajo
3376,1500,Diésel,2003.0,255000,88.36363636363636,False,Castilla_y_León,Standard,compacto_grande
3377,5000,Gasolina,2003.0,170000,147.77272727272728,False,Comunidad_Valenciana,Standard,sedan_grande
3378,22850,Diésel,2016.0,79000,180.0,True,Catalunya,Mid_Premium,otro
3379,7990,Diésel,2011.0,170000,115.0,True,País_Vasco,Standard,otro
3380,19900,Diésel,2015.0,124958,150.0,True,Comunidad_de_Madrid,Mid_Premium,suv_grande
3381,6500,Gasolina,2014.0,81900,82.0,False,Catalunya,Standard,compacto_pequeno
3383,6000,Diésel,2001.0,300000,110.0,False,Castilla_y_León,Standard,otro
3384,9000,Diésel,2011.0,176000,143.0,False,Principado_de_Asturias,Standard,compacto_pequeno
3386,21850,Diésel,2015.0,99000,150.0,True,Comunidad_de_Madrid,Premium,sedan_grande
3388,11950,Gasolina,2017.0,41683,110.0,True,Comunidad_Valenciana,Standard,suv_pequeno
3389,12500,Diésel,2016.0,177401,102.0,True,Catalunya,Mid_Premium,furgon_trabajo
3390,1600,Gasolina,2001.0,140000,110.0,False,Comunidad_de_Madrid,Standard,compacto_pequeno
3391,3900,Diésel,2008.0,173000,116.67323943661972,False,Andalucía,Standard,compacto_grande
3393,12300,Diésel,2015.0,117000,120.0,True,Principado_de_Asturias,Standard,suv_grande
3394,8900,Gasolina,2012.0,87000,134.0,True,Navarra,Standard,compacto_pequeno
3395,26900,Gasolina,2019.0,10000,116.0,True,Castilla_y_León,Premium,compacto_pequeno
3396,21900,Diésel,2016.0,70000,116.0,True,Comunidad_Valenciana,Mid_Premium,compacto_pequeno
3397,21999,Diésel,2017.0,99000,115.0,True,Castilla_y_León,Mid_Premium,suv_pequeno
3398,4800,Diésel,2014.0,240000,90.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
3399,16850,Diésel,2017.0,94000,150.0,True,Catalunya,Mid_Premium,sedan_grande
3400,800,Diésel,2002.0,253000,106.41176470588236,False,Andalucía,Standard,otro
3401,6900,Diésel,2007.0,261000,208.25846153846155,False,Castilla_La_Mancha,Premium,sedan_grande
3402,15190,Gasolina,2020.0,18226,95.0,True,Comunidad_de_Madrid,Mid_Premium,compacto_pequeno
3403,7500,Diésel,2006.0,240000,185.27472527472528,False,Andalucía,Premium,suv_grande
3404,12490,Diésel,2012.0,138000,115.0,True,Andalucía,Mid_Premium,sedan_grande
3407,12900,Diésel,2015.0,144650,120.0,True,Comunidad_de_Madrid,Mid_Premium,sedan_grande
3408,38500,Diésel,2016.0,60000,204.0,True,Comunidad_de_Madrid,Premium,suv_grande
3409,3990,Gasolina,2007.0,127000,163.0,True,País_Vasco,Standard,sedan_grande
3410,2500,Diésel,2005.0,334000,114.60526315789474,False,Andalucía,Standard,suv_grande
3411,16690,Gasolina,2019.0,0,145.0,True,Comunidad_de_Madrid,Low_Cost,compacto_grande
3412,10000,Diésel,2016.0,229000,130.0,True,Comunidad_Valenciana,Standard,suv_grande
3413,2600,Diésel,2001.0,233400,140.0487804878049,False,Catalunya,Mid_Premium,sedan_grande
3414,18900,Híbrido,2018.0,42990,136.0,True,Andalucía,Premium,otro
3415,10900,Diésel,2017.0,137000,100.0,True,Catalunya,Standard,furgon_trabajo
3416,6200,Gasolina,2010.0,80000,100.0,False,Castilla_y_León,Low_Cost,compacto_pequeno
3417,5500,Gasolina,2008.0,193000,136.39144736842104,False,Catalunya,Mid_Premium,compacto_pequeno
3418,28299,Gasolina,2017.0,31221,211.0,True,Andalucía,Premium,sedan_pequeno
3419,15900,Gasolina,2019.0,32000,115.0,True,Catalunya,Standard,suv_pequeno
3420,9999,Diésel,2015.0,128000,130.0,True,Andalucía,Low_Cost,otro
3421,3400,Gasolina,2003.0,78000,61.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
3422,18500,Diésel,2014.0,102300,163.0,True,Comunidad_de_Madrid,Premium,furgon_trabajo
3423,10710,Gasolina,2017.0,13747,75.0,True,Comunidad_de_Madrid,Standard,compacto_pequeno
3424,16000,Diésel,2018.0,41102,120.0,True,Extremadura,Standard,compacto_pequeno
3425,10000,Gasolina,2009.0,172000,136.39144736842104,False,Castilla_y_León,Mid_Premium,compacto_pequeno
3426,18500,Diésel,2018.0,23458,120.0,True,Aragón,Standard,suv_pequeno
3427,19900,Diésel,2019.0,17000,150.0,True,Catalunya,Standard,compacto_grande
3428,1900,Diésel,2002.0,248000,90.0,False,Comunidad_Valenciana,Standard,compacto_grande
3429,8990,Gasolina,2011.0,190830,122.0,True,Castilla_La_Mancha,Mid_Premium,coupe_pequeno
3430,8499,Diésel,2017.0,212521,95.0,True,Extremadura,Premium,otro
3431,7500,Diésel,2005.0,255000,163.0,False,Aragón,Premium,sedan_pequeno
3432,20900,Diésel,2016.0,109042,190.0,True,Castilla_y_León,Premium,sedan_grande
3433,14600,Diésel,2017.0,34153,110.0,True,Catalunya,Mid_Premium,compacto_grande
3434,2000,Diésel,2001.0,255000,106.55,False,Castilla_y_León,Standard,compacto_grande
3435,10990,Diésel,2018.0,102000,90.0,True,Castilla_y_León,Standard,compacto_grande
3437,9900,Diésel,2012.0,98000,115.0,True,Andalucía,Standard,suv_grande
3438,1400,Diésel,2003.0,245000,76.06060606060606,False,Región_de_Murcia,Standard,compacto_pequeno
3439,34900,Diésel,2019.0,0,213.0,True,País_Vasco,Standard,otro
3440,7500,Gasolina,2003.0,181000,231.0,False,Ceuta,Premium,sedan_grande
3441,2900,Diésel,2008.0,174000,86.0,True,Catalunya,Standard,compacto_pequeno
3442,31990,Eléctrico,2019.0,10000,204.0,True,Canarias,Standard,compacto_grande
3443,1500,Diésel,2002.0,365000,140.0487804878049,False,Andalucía,Mid_Premium,sedan_grande
3444,15950,Diésel,2013.0,64000,143.0,True,Galicia,Premium,sedan_grande
3445,1000,Gasolina,2002.0,47000,51.0,False,Andalucía,Low_Cost,otro
3446,25595,Diésel,2020.0,9480,136.0,True,Andalucía,Low_Cost,sedan_grande
3448,3000,Diésel,2004.0,270000,130.0,False,Comunidad_de_Madrid,Premium,sedan_grande
3449,10490,Diésel,2009.0,142500,160.0,True,País_Vasco,Mid_Premium,otro
3451,3900,Gasolina,2001.0,180000,197.0,False,Comunidad_de_Madrid,Premium,coupe_grande
3452,1000,Diésel,2001.0,272000,65.0,False,Comunidad_de_Madrid,Standard,compacto_pequeno
3453,17990,Gasolina,2019.0,29000,109.0,True,Cantabria,Premium,compacto_pequeno
3454,12900,Gasolina,2016.0,82880,120.0,True,Comunidad_de_Madrid,Standard,compacto_pequeno
3455,18950,Gasolina,2018.0,23854,115.0,True,Islas_Baleares,Standard,suv_grande
3456,16400,Diésel,2017.0,119435,115.0,True,Comunidad_Valenciana,Standard,suv_grande
3457,30990,Gasolina,2020.0,4369,156.0,True,Galicia,Premium,otro
3458,5999,Diésel,2006.0,230000,163.0,True,Andalucía,Premium,compacto_pequeno
3459,13990,Diésel,2017.0,178000,150.0,True,Comunidad_de_Madrid,Standard,compacto_grande
3460,8700,Diésel,2018.0,81000,75.0,True,Andalucía,Standard,compacto_pequeno
3461,14000,Gasolina,2018.0,46000,120.0,False,Galicia,Standard,compacto_grande
3462,9990,Gasolina,2018.0,40733,84.0,True,Catalunya,Standard,compacto_pequeno
3463,9495,Diésel,2017.0,145326,120.0,True,Comunidad_Valenciana,Standard,compacto_grande
3464,13200,Diésel,2016.0,102993,110.0,True,Extremadura,Mid_Premium,compacto_grande
3465,11199,Híbrido,2016.0,46390,100.0,True,Comunidad_de_Madrid,Mid_Premium,compacto_pequeno
3466,4490,Gasolina,2007.0,188000,102.0,True,Comunidad_de_Madrid,Standard,compacto_grande
3467,1500,Diésel,1997.0,320000,154.22428330522766,False,Región_de_Murcia,Premium,sedan_grande
3468,2500,Diésel,2009.0,300000,131.66304347826087,False,Aragón,Standard,sedan_grande
3469,14600,Gasolina,2009.0,169000,211.0,False,Canarias,Premium,sedan_grande
3470,29000,Diésel,2017.0,84823,190.0,True,Andalucía,Premium,sedan_grande
3471,12950,Híbrido,2016.0,123373,136.0,True,Comunidad_de_Madrid,Mid_Premium,compacto_grande
3472,1800,Diésel,2001.0,273000,88.36363636363636,False,Galicia,Standard,compacto_grande
3475,9500,Diésel,2013.0,153500,165.0,False,Andalucía,Standard,suv_grande
3476,9500,Diésel,2015.0,116818,90.0,True,Comunidad_Valenciana,Standard,suv_pequeno
3477,29610,Eléctrico,2020.0,7000,136.0,True,Castilla_La_Mancha,Standard,otro
3478,8150,Diésel,2016.0,57000,110.0,True,Comunidad_Valenciana,Low_Cost,compacto_grande
3479,7990,Diésel,2011.0,245000,140.0,True,Comunidad_de_Madrid,Mid_Premium,otro
3480,35900,Diésel,2017.0,78344,190.0,False,Comunidad_de_Madrid,Premium,sedan_grande
3481,18500,Gasolina,2020.0,450,163.0,False,Catalunya,Standard,otro
3483,7800,Diésel,2008.0,200000,105.0,False,Comunidad_Valenciana,Premium,compacto_grande
3484,9500,Diésel,2009.0,20800,138.00596421471172,False,País_Vasco,Premium,compacto_pequeno
3485,1000,Diésel,2000.0,191350,94.28936170212766,False,Andalucía,Standard,compacto_pequeno
3486,3999,Diésel,2006.0,137000,109.0,False,Comunidad_Valenciana,Standard,compacto_grande
3487,10500,Diésel,2008.0,198000,188.67676767676767,False,Aragón,Premium,sedan_grande
3488,10000,Diésel,2000.0,250000,122.0,False,Canarias,Premium,furgon_pasajero
3489,35990,Diésel,2019.0,39986,194.0,True,Comunidad_de_Madrid,Premium,sedan_pequeno
3490,24900,Diésel,2020.0,35,122.0,True,Castilla_y_León,Mid_Premium,furgon_trabajo
3491,11250,Diésel,2014.0,113500,143.0,False,Región_de_Murcia,Premium,compacto_pequeno
3492,2700,Gasolina,1997.0,350000,115.0,False,Comunidad_de_Madrid,Mid_Premium,compacto_grande
3493,18490,Diésel,2017.0,130985,120.0,True,Catalunya,Standard,suv_grande
3494,14900,Diésel,2010.0,139914,140.0,True,Andalucía,Mid_Premium,otro
3495,30990,Gasolina,2020.0,0,180.0,True,Catalunya,Mid_Premium,compacto_pequeno
3496,14500,Gasolina,2018.0,25228,95.0,True,Catalunya,Mid_Premium,compacto_pequeno
3498,7400,Gas natural (CNG),2017.0,64079,70.0,True,Canarias,Low_Cost,otro
3499,2000,Gasolina,2004.0,140000,75.0,False,Islas_Baleares,Standard,otro
3501,21860,Gasolina,2019.0,0,140.0,True,Castilla_y_León,Standard,compacto_grande
3502,13700,Gasolina,2018.0,67000,120.0,True,Andalucía,Standard,compacto_grande
3504,32900,Diésel,2018.0,17107,190.0,True,Canarias,Premium,sedan_grande
3505,21495,Gasolina,2019.0,9162,140.0,True,Andalucía,Standard,suv_grande
3506,10400,Diésel,2015.0,38132,90.0,True,Canarias,Standard,suv_pequeno
3507,5200,Diésel,2001.0,297000,102.0,False,País_Vasco,Premium,furgon_pasajero
3508,11950,Diésel,2017.0,134000,100.0,True,Comunidad_de_Madrid,Standard,suv_pequeno
3509,2000,Diésel,2002.0,250000,116.67323943661972,False,Comunidad_de_Madrid,Standard,compacto_grande
3510,13900,Diésel,2017.0,145000,130.0,True,Aragón,Standard,suv_grande
3511,14650,Diésel,2016.0,65500,120.0,True,Comunidad_de_Madrid,Standard,suv_grande
3512,21490,Gasolina,2019.0,7950,130.0,True,Región_de_Murcia,Low_Cost,suv_grande
3513,2400,Diésel,2003.0,255000,115.0,False,Comunidad_de_Madrid,Premium,otro
3515,29900,Diésel,2015.0,127000,163.0,True,Comunidad_Valenciana,Premium,otro
3516,20500,Gasolina,2018.0,62356,205.0,True,Galicia,Standard,compacto_grande
3517,8650,Gasolina,2018.0,29828,69.0,True,Comunidad_Valenciana,Low_Cost,compacto_pequeno
3519,2600,Gasolina,2003.0,86000,122.0,True,Comunidad_de_Madrid,Low_Cost,sedan_grande
3521,24900,Diésel,2018.0,113500,150.0,True,Comunidad_de_Madrid,Premium,compacto_grande
3522,15999,Diésel,2015.0,187000,184.0,True,Comunidad_de_Madrid,Premium,sedan_grande
3523,10500,Diésel,2011.0,68000,140.0,False,Comunidad_Valenciana,Mid_Premium,compacto_grande
3525,14200,Gas licuado (GLP),2020.0,1,100.0,True,Comunidad_de_Madrid,Standard,compacto_pequeno
3526,2199,Diésel,2004.0,270,95.0,False,Galicia,Standard,otro
3527,17700,Gasolina,2019.0,10000,130.0,True,Andalucía,Standard,suv_pequeno
3528,3800,Diésel,2005.0,230000,138.00596421471172,False,Catalunya,Premium,compacto_pequeno
3529,15740,Diésel,2020.0,1,100.0,True,Comunidad_de_Madrid,Standard,otro
3530,6500,Diésel,2004.0,255477,163.0,True,Galicia,Premium,sedan_grande
3531,19000,Gasolina,2017.0,9000,136.0,False,Comunidad_de_Madrid,Mid_Premium,compacto_pequeno
3532,10800,Diésel,2011.0,127000,115.0,True,Catalunya,Standard,suv_grande
3533,3200,Diésel,2008.0,205000,100.0,False,Catalunya,Low_Cost,compacto_grande
3534,1299,Diésel,2000.0,213106,73.6086956521739,False,Comunidad_Valenciana,Standard,otro
3535,6850,Diésel,2007.0,260000,198.97737556561088,False,Galicia,Premium,sedan_grande
3536,17600,Gasolina,2018.0,16024,165.0,True,Andalucía,Mid_Premium,compacto_pequeno
3537,7490,Diésel,2015.0,176000,165.0,True,Comunidad_Valenciana,Low_Cost,compacto_grande
3538,20990,Gasolina,2020.0,14000,140.0,True,Comunidad_de_Madrid,Standard,suv_grande
3539,7800,Gasolina,2005.0,234000,168.22435897435898,False,País_Vasco,Mid_Premium,compacto_grande
3540,13300,Diésel,2020.0,1,95.0,True,Andalucía,Low_Cost,otro
3541,650,Diésel,2000.0,230548,124.60975609756098,False,Andalucía,Low_Cost,sedan_grande
3542,10900,Gasolina,2016.0,94779,110.0,True,Comunidad_de_Madrid,Standard,suv_pequeno
3543,17499,Diésel,2015.0,28105,110.0,True,Andalucía,Premium,compacto_grande
3544,4500,Gasolina,2008.0,106500,88.00275482093664,False,Andalucía,Low_Cost,compacto_pequeno
3545,15995,Gasolina,2019.0,14995,125.0,True,Canarias,Standard,suv_pequeno
3547,2800,Diésel,2003.0,227000,147.25641025641025,False,Región_de_Murcia,Mid_Premium,sedan_grande
3548,1700,Diésel,2004.0,228000,94.28936170212766,False,Andalucía,Standard,compacto_pequeno
3549,24999,Diésel,2019.0,15000,141.0,True,Comunidad_de_Madrid,Standard,otro
3550,2000,Gasolina,2002.0,190000,110.0,False,Castilla_y_León,Mid_Premium,compacto_grande
3551,12700,Diésel,2018.0,32351,90.0,True,Comunidad_Valenciana,Premium,otro
3552,21200,Gasolina,2020.0,2332,115.0,True,Castilla_y_León,Mid_Premium,otro
3554,10800,Diésel,2015.0,138550,115.0,True,Extremadura,Standard,suv_grande
3555,20900,Eléctrico,2020.0,6662,108.0,True,Galicia,Standard,compacto_pequeno
3556,22000,Diésel,2014.0,155000,184.0,False,Comunidad_de_Madrid,Premium,sedan_grande
